texts,LN1,LN2,LN3,LN4,LN5,LN6,LN7,LN8,LN9,LN10,sentence_index
原告长城公司受让债权后依法取得抵押权，故原告有权就依法拍卖、变卖两套抵押物的所得价款在最高债权额1800万元的限额内优先受偿。,1,0,0,0,0,0,0,0,0,0,4963
抵押权人主债权存在其他担保的，不论该担保是由债务人提供还是由第三人提供，抵押权人有权自主决定实现担保的顺序，抵押人承诺不因此而提出抗辩。,0,0,0,0,0,0,0,0,0,0,6588
截至2010年3月20日，被告永光厂尚欠的债务为本金人民币2500000元及利息人民币2057700.06元。,0,1,0,0,0,0,0,0,0,0,7287
二、撤销广西壮族自治区宁明县人民法院（2015）宁民初字第10号民事判决第三项；,0,0,0,0,0,0,0,0,0,0,1488
2013年8月2日，农业银行瓯海支行与被告成源汽车部件制造有限公司签订编号为33010120130026123的《流动资金借款合同》，该合同约定：1、借款金额450万，期限自2013年8月2日起至2014年8月1日止；,0,1,1,1,0,1,0,0,0,0,4312
被告虞品森辩称，对借款相关情况不知情，《承担共同还款责任承诺书》的签字并非其所签，指印系其所捺。,0,0,0,0,0,0,0,0,0,0,6711
要求：1、判令被告支付原告欠款7000元及利息。,0,0,0,0,1,0,0,0,1,0,3495
2014年11月6日，由武汉祥泽公司经办，湖北股权托管中心向中电武汉分公司发出债权转让暨催收通知书，湖北股权托管中心向武汉祥泽公司转让债权已经完成，武汉祥泽公司依法成为138万元借款的债权人。,1,1,0,0,0,0,0,1,0,0,3325
一、被告温州市东方铜业有限公司于本判决生效之日起十日内偿付原告中国长城资产管理公司上海办事处逾期利息178951.84元。,0,0,0,0,0,1,0,0,0,0,7094
二、被告王金德对以上债务承担连带清偿责任。,0,0,0,0,0,0,1,0,0,0,1148
案件受理费65372元、公告费420元，合计65792元，由被告温州市正茂合成革有限公司、章方淅、王伦高、温州协欣制革有限公司、王璞司共同负担。,0,0,0,0,0,0,0,0,0,0,5712
经原告多次催要，被告始终推脱还款。,0,0,0,0,0,0,0,1,0,0,1254
二、被告杭州宏郎实业有限公司于本判决生效之日起十日内向原告中国华融资产管理股份有限公司浙江省分公司支付利息1467915.34元、逾期利息541125元、复利116187.63元（暂计算至2015年7月10日，此后的逾期利息以16467915.34元为基数按年利率11.7%计算至本息清偿之日止）。,0,0,0,0,0,0,0,0,1,0,2849
以上事实，有原、被告提供的证据及庭审记录为凭，足以认定。,0,0,0,0,0,0,0,0,0,0,804
一、被告温州同大贸易有限公司于判决生效之日起十日内偿还原告中国东方资产管理公司杭州办事处借款本金400万元、期内利息231666.65元以及逾期利息、期内利息的复利（截止2014年4月30日，逾期利息和期内利息的复利合计49890.99元；,0,0,0,0,1,0,0,0,1,0,6765
（限于本判决生效之日起三日内缴纳）,0,0,0,0,0,0,0,0,0,0,4865
江苏银行与宝瑞公司签订的《流动资金借款合同》以及江之源公司、李全林为上述《流动资金借款合同》分别与江苏银行签订的《保证担保合同》或向江苏银行出具的《个人连带责任保证书》，均系合同当事人的真实意思表示，且不违反法律的强制性规定，因此上述合同均合法有效。,0,0,1,1,0,1,1,0,0,1,5818
本院认为，中国工商银行斗门县支行与被告警兴斗门分厂、被告三洲公司签订的两份《流动资金借款合同》，是各方的真实意思表示，内容不违反法律、行政法规的强制性规定，合法有效。,0,0,1,1,0,1,0,0,0,0,5283
本案中，农行乐山分行与原告于2016年9月14日订《委托资产批量转让协议》，将农行乐山分行（含所辖支行）对被告市政公司的本案所涉的债权本金20万元及截止2016年3月20日的利息394600.95元转让给原告兴业公司。,1,0,0,0,0,0,0,0,0,0,3440
2014年3月24日，被告中商安燃化工有限公司与乐亭县农村信用合作联社签订了《企业借款合同》，合同约定乐亭县农村信用合作联社向被告中商安燃化工有限公司提供人民币玖佰万的借款，借款期限自2014年3月24日起至2015年3月23日止，罚息利率为贷款利率上浮50%。,0,1,1,1,0,1,0,0,0,0,649
于本判决生效之日起十日内，被告万连清偿还原告大连盛铎投资管理有限公司贷款本金30000元及利息（自2008年12月23日起至判决确定给付之日止按年利率5.31%的标准计算）。,0,0,0,0,1,0,0,0,1,0,2451
本案原告诉称及审理查明的事实也均是，抵押人攀枝花市丝绸公司为借款人攀枝花市茧丝供销部向抵押权人中国银行攀枝花分行借款提供了抵押担保。,0,0,0,0,0,1,0,0,0,0,7213
被告浙江长江能源发展有限公司、温州市长江能源海运有限公司、杨选建、汪清及被告浙江一泰阀门（丽水）制造有限公司自愿为被告太平洋公司包含上述债务在内的担保期限内所有担保债务提供最高额连带责任保证，应在最高额保证范围内承担连带清偿责任。,0,0,0,0,0,0,1,0,0,0,7126
四、被告天津市岐益工贸有限公司对上述第一项给付事项在编号为2080119214000018号的《盛京银行最高额保证合同》约定的担保范围内承担连带保证责任，在承担保证责任后，有权向被告天津市泽宇包装制品有限公司追偿；,0,0,0,0,0,1,1,0,0,1,6038
2013年5月28日，被告盛宇集团与华夏银行温州分行签订编号为WZ23（高保）20130050号的《最高额保证合同》，约定盛宇集团为华夏银行温州分行与益丰公司在2013年5月28日至2015年5月28日期间内签订的主合同项下债权提供最高本金余额为2500万元的连带责任保证。,0,0,0,0,0,0,1,0,0,1,2911
到催收日贵单位该合同项下的借款尚欠催收人（债权人）本金70万元、利息856，872.78元。,0,0,0,0,0,0,0,0,0,0,5123
被告恩平市恩昌矿泉水实业公司应在本判决生效之日起十日内偿还借款本金2540000元给原告恩平市天晟市场物业管理有限公司。,0,1,0,0,1,0,0,0,0,0,425
关于二上诉人主张2012年11月8日《到、逾期贷款催收通知单》的催收主体系夹河信用社，而非当时的债权人德泰公司，且在该通知单上亦没有表述夹河信用社与德泰公司的委托关系。,0,0,0,1,0,0,0,1,0,0,4878
之后，第三人中行博罗支行将其对被告一享有的债权本金人民币5933367.22元及债权利息32880元共计5966247.96元及该债权的附属担保权益全部转让给原告，原告于2012年5月29日在《惠州日报》B7版刊登《债权转让通知暨债务催收公告》，公告上述债权的转让情况并催收债权。,1,0,0,1,0,0,0,1,0,0,3515
故浦发银行建国支行有权向大通钢铁公司主张垫款本金，并有权按照《开立银行承兑汇票协议书》约定主张日万分之五的罚息。,0,0,0,0,1,0,0,0,0,0,1782
上述当事人均通过登报公告的形式对相关债权转让行为进行了公告。,1,0,0,0,0,0,0,0,0,0,1215
三、浙江甬津疏浚工程有限公司、浙江中置房地产开发有限公司、宁波艾立特汽车配件有限公司、周军光对被告浙江润欣港航工程有限公司的上述债务在约定的担保范围内承担连带保证责任；,0,0,0,0,0,0,1,0,0,0,4042
以本金3757622.96元为基数，从2014年6月21日起按年利率9.9%计算至本金付清之日止）、复利（以期内未付利息为基数，从2014年2月25日起按年利率9.9%计算至期内利息付清之日止）；,0,1,0,0,0,0,0,0,0,0,5331
本案中华夏银行杭州和平支行与原告签订了《债权转让协议》，且已经以公告的形式通知了各被告，因此该债权转让已发生法律效力。,1,0,0,0,0,0,0,0,0,0,2845
2013年2月21日，某某公司与鸿达物业公司在《广西法治日报》上刊登了《债权转让通知暨催收联合公告》，告知债权转让的情况并要求被告履行还款义务。,1,0,0,0,0,0,0,1,0,0,3363
一、被告温州市雪地皮革有限公司于本判决生效之日起十日内偿付原告中国长城资产管理公司上海办事处借款本金175万元及利息、逾期利息、复利（期内利息共计8341.67元；,0,0,0,0,1,0,0,0,1,0,518
建行肇庆分行及其债权的继受者均在法定的期限内向蓝带塑料公司及蓝带集团公司进行催收或主张权利，且每次催收或权利主张均发生在有效的诉讼期限内，均有蓝带塑料公司及蓝带集团公司的签章确认，发生时效中断的效果，因此，无论是主合同的诉讼时效还是保证合同的诉讼时效均没有超过法定期限。,0,0,1,1,0,0,0,1,0,1,6438
生产资料集团公司因广发行中山分行未在保证期间内向其主张权利而免除担保责任。,0,0,0,0,0,0,0,0,0,0,4790
2014年7月30日，原告在《浙江法制报》刊登相关债权转让公告及催收通知。,1,0,0,0,0,0,0,1,0,0,3117
二、被告曹凯以其所有的大连市金州区二十里堡镇凯阳养殖场所有的位于大连市金州区二十里堡镇钟家村房屋（产权证号为金村房字第09140328号，建筑面积为423.5平方米）对上述债务承担抵押担保责任，原告大连盛铎投资管理有限公司在该抵押物价值范围内享有优先受偿权。,0,0,0,0,0,0,0,0,0,0,3915
被告陈松平、陆晓经本院传票传唤，无正当理由没有到庭，本院依据查明的事实依法缺席判决。,0,0,0,0,0,0,0,0,0,0,847
载明：甲方于2014年2月至5月向乙方借款总计人民币16000000元，并以中储公司到期债权作为履行借款合同的担保，现甲方对乙方的借款已形成债务，经友好协商，就甲方向乙方转让其所持有的债权及基于该债权所派生或相关的从权利权益达成协议：转让标的为甲方持有的中储公司借款本金人民币14820000元及其从权利，从权利抵押权是谢云发以其自有的坐落于天津市东丽开发区一纬路香港花园俱乐部第一层、第三层的房屋设定的抵押，从权利保证人是蒋文生；,1,1,0,0,0,0,0,0,0,0,5448
2010年12月16日，长海县农村信用合作联社将上述债权转让给中国东方资产管理公司大连办事处。,1,0,0,0,0,0,0,0,0,0,1751
2.被告车八岭公司与工商银行东坑支行于2014年4月1日签订了一份最高额抵押合同（合同编号：2014年坑抵字第0401号）。,0,0,1,0,0,0,0,0,0,0,1528
一、一审判决认定事实不清，证据不足。,0,0,0,0,0,0,0,0,0,0,5028
吴炳森于2011年11月23日将转让款支付给粤财公司。,0,0,0,0,0,0,0,0,0,0,78
经审理查明，2012年12月8日，淄博工商银行高新支行与被告怡浦公司签订16030011-2012年（高新）0141号《小企业借款合同》，约定怡浦公司向淄博工商银行高新支行借款900万元，借款用途为日常经营资金周转，借款期限12个月，自实际提款日起算。,0,1,1,1,0,1,0,0,0,0,6240
以本金3759914.56元为基数，从2014年4月30日起按年利率9.9%计算至2014年6月20日止；,0,1,0,0,0,0,0,0,0,0,5330
原告诉称，被告河曲县沙坪双口煤矿向中国农业银行河曲支行借款，并签订了借款契约，截止2000年3月3日，河曲县沙坪双口煤矿欠河曲农业银行贷款本金271400元、利息125048.61元。,0,0,1,1,0,1,0,0,0,0,253
2009年12月11日，国家外汇管理局批复同意中国东方资产管理公司向韩国投资公司转让广东地区不良债权组合。,1,0,0,0,0,0,0,0,0,0,127
2005年9月13日，长城广州办事处、HUIZHOUONELIMITED在南方日报上联合发布《债权转让暨催收公告》，向被告刘友文、袁细容通知了债权转让的事实并同时进行债权催收。,1,0,0,0,0,0,0,1,0,0,3192
四、被告浙江派斯特五金装饰有限公司、孔祥泽对上述第一、二项确定的债务承担连带偿还责任（包括合同编号NO33100520110007510的《最高额保证合同》项下含本案在内的提供连带保证责任的所有债务，以最高额1500万元为限），承担连带保证责任后，有权向被告温州市东方铜业有限公司追偿；,0,0,0,0,0,0,1,0,0,1,3813
2014年9月26日，案外人盛京银行与被告环淮公司签订了《银行承兑协议》，在履行过程中，案外人盛京银行为被告环淮公司承兑了3200万元，但被告环淮公司未能如约还款。,0,1,0,1,0,1,0,0,0,0,1033
2011年7月13日，工行瑞安支行与温州市驰骋不锈钢有限公司（以下简称温州驰骋公司）签订了编号为2011年瑞安（保）字0229号《最高额保证合同》，约定由温州驰骋公司担任保证人，在主债权自2011年7月13日至2013年7月13日期间内，在人民币1000万元最高余额内为工行瑞安支行与被告瑞金铜铝公司签订的所有借款融资等合同项下的债务提供连带责任保证。,0,0,1,0,0,0,1,0,0,1,293
三、被告高文枢、陈存妹对上述第一项中的债务承担连带清偿责任。,0,0,0,0,0,0,1,0,0,0,6744
一、被告陈祖宝于本判决生效之日起十日内偿还原告宣城金鑫融资担保有限公司代其垫付款287667元及利息（自2012年8月21日起至还清之日止，按中国人民银行同期同类贷款利率计算）；,0,0,0,0,1,0,0,0,1,0,5206
夷陵国资公司将上述债权转让给湖北股权托管中心时，分别于2014年9月5日和2016年5月17日向西马路301号和香港路153号邮寄了债权转让暨催收通知书；,1,0,0,0,0,0,0,1,0,0,3309
签订合同当天，原告如约将款项转入被告浙江花无缺园林绿化科技工程有限公司的存款账户。,0,0,0,0,0,0,0,0,0,0,1282
关于原告资信公司要求被告展业公司给付垫款本金在债权受让日之后利息的问题，参照最高人民法院《关于审理涉及金融不良债权转让案件工作座谈会纪要》第九条关于受让人向债务人主张不良债权受让日之后发生的利息不予支持的规定，本院对原告该项诉讼请求不予支持。,1,0,0,0,0,1,0,0,0,0,158
本院认为：工商银行开发区支行与各被告之间签订的《中小企业金融服务合同》、《最高额抵押合同》、《最高额保证合同》合法有效，各方均应遵守。,0,0,0,0,0,0,0,0,0,1,5224
本院认为，被告顺源公司向荣兴营业部借款，借贷双方主体适格，意思表示真实，双方的借款合同依法成立、有效。,0,0,1,1,0,1,0,0,0,0,4574
二、被告黄友根、黄永鑫、张宜强对被告南昌凯恩建筑工程有限公司的上述债务承担连带清偿责任，被告黄友根、黄永鑫、张宜强承担连带清偿责任后，有权向被告南昌凯恩建筑工程有限公司追偿；,0,0,0,0,0,0,1,0,0,0,5153
利息自被告借款之日起按照双方约定利率计算。,0,0,0,0,0,0,0,0,0,0,2754
案件受理费39950元、公告费420元，共计40370元，由温州长征广告有限公司、孔峰泉、杨子龙、林敏、葛金存、余洪泽、朱建淑共同负担。,0,0,0,0,0,0,0,0,0,0,5346
2015年12月10日原告向云霄县人民法院提起诉讼，请求被告偿还本息，2015年12月18日原告提起撤诉，云霄县人民法院裁定准许撤诉。,0,0,0,0,1,0,0,0,1,0,478
经审理查明：2000年8月9日，被告与新会建行签订2000年供字第2110号《购房抵押借款合同书》，约定由新会建行向被告贷款12000元，用于被告向新升置业发展公司购买振兴二路38＃夹层87＃车房，被告委托新会建行以购房款的名义用转帐方式划入售房单位在建设银行开立的结算帐户；,0,1,1,1,0,0,0,0,0,0,5776
此后，2014年3月24日德泰公司与被上诉人共同在辽宁法制报就案涉债权的转让及催收进行公告，该共同登报公告通知债务人的方式，并非法律所禁止，发生公示效力，故债权人履行了通知义务并进行了催收，债权转让有效，本案诉讼时效同时中断，至原审法院2015年6月对本案正式立案时，本案诉讼时效经过多次中断后并未超过2年的期限，上诉人主张本案诉讼时效已过的观点本院不予支持。,0,0,0,0,0,0,0,1,0,0,3227
据此，依照《中华人民共和国合同法》第六十条第一款、第七十九条、第八十条、第八十一条、第二百零五条、第二百零六条、第二百零七条，《中华人民共和国担保法》第三十三条、第四十一条、第四十二条第（四）项、第四十六条、第五十三条和《中华人民共和国民事诉讼法》第一百四十四条之规定，判决如下:,0,0,0,0,0,0,0,0,0,0,499
原利率系指贷款到期日前（如为浮动利率，则为贷款到期日前最后一个浮动周期）适用的利率。,0,0,0,0,0,0,0,0,0,0,7113
四、被告浙江长征鞋业有限公司、林振光、韦启盛、应利华对上述第一项债务承担连带清偿责任，但包括上述债务在内，被告浙江长征鞋业有限公司、林振光、韦启盛、应利华共同对编号为33100520130002781的《最高额保证合同》项下所有主债务承担连带清偿的总额以3000万元为限。,0,0,0,0,0,0,1,0,0,1,2611
被告王申勤偿付原告孙振西借款本金13300元及利息（利息自2006年8月31日起至本判决确定的履行之日止，按月息9‰计算）。,0,0,0,0,1,0,0,0,1,0,2906
原告主张被告支付9，053，333.33服务费，应予支持。,0,0,0,0,0,0,0,0,0,0,1517
本院认为，乐清兴业银行将其享有的对吉隆宝公司的债权及相关从权利转让给长城资产公司，长城资产公司再将该债权及相关从权利转让给原告吴如中，两次债权转让行为均已在报纸上发布债权转让及催收公告，可以认定原告受让债权行为合法有效，故原告起诉要求被告吉隆宝公司偿付其受让的债权本金及利息，有事实、法律依据，本院予以支持。,1,0,0,1,0,1,0,1,0,0,3426
被告至今未按约还款付息，已构成违约，应按约定承担相应的民事责任。,0,0,0,0,0,0,0,0,0,0,4813
长虹公司并非下落不明，不能适用公告送达的方式。,0,0,0,0,0,0,0,0,0,0,714
被告惠阳物业开发（集团）公司对其辩解的保证责任时效超过有理，予以采纳。,0,0,0,0,0,0,0,0,0,0,3673
截至牡丹区供销社与长城资产公司转让协议约定利息截止日2012年4月20日，合计本金10811360元，利息13039510.67元，清单中列明：（2）被告鄄城五金交电本金275.5万元、利息4226788.95元。,1,1,0,0,0,0,0,0,0,0,4928
以上信息，长城资产公司在《债权转让协议》第二条（瑕疵和风险提示）第2.1.17.1款中作了明确记载。,0,0,0,0,0,0,0,0,0,0,6642
2016年10月25日，农行乐山分行与原告在《金融投资报》上发布《转让通知暨债权催收联合公告》，以公告的方式通知了被告市政公司债权转让的事实。,1,0,0,0,0,0,0,1,0,0,3439
因罚息已经包含了惩罚性质，故罚息不再计算复利。,0,0,0,0,0,0,0,0,0,0,1227
被告海源公司辩称，1、被告海源公司与建行东莞分行签订的（2002）5900-8200-005号合同，为案涉借款提供连带责任担保，该担保合同第三条约定：自本合同生效之日起至主合同项下的债务履行期限届满之日后两年止。,0,0,0,1,0,0,1,0,0,1,6355
在诉讼时效内，2013年9月18日，原告信达公司受让该诉争债权，《江西日报》于11月15日刊发了交通银行与原告信达公司联合发布《债权转让暨债务催收联合公告》。,1,0,0,0,0,0,0,1,0,0,5020
原告为维护合法权益，向人民法院起诉，要求判令被告中商安燃化工有限公司偿还中国东方资产管理股份有限公司河北省分公司贷款本金1600万元，以及自2014年4月1日至2015年3月31日按月利率7.000000‰的利息，贷款到期后，按月利率7.000000‰上浮50%收取加罚息，直至还清贷款本息之日止；,0,0,0,0,1,0,0,0,1,0,4497
2015年3月31日，平安银行镇海支行向华科公司发放借款14500000元，该笔借款于2016年3月30日到期，借款年利率为5.6175%。,0,1,0,0,0,0,0,0,0,0,4220
上述合同签订后，原告于2012年11月15日按约开立出票人为被告圣为控股有限公司的银行承兑汇票两张，票号分别为3010005121954324、3010005121954325，金额分别为850万元、650万元。,0,0,0,0,0,0,0,0,0,0,6263
借款期限届满后，中山营业部向潮阳市人民法院起诉请求长辉发公司还款。,0,0,0,0,1,0,0,0,0,0,3567
被告陈钦明提供其名下房产为被告潮阳市两英东北三石日用制衣厂上述借款提供抵押担保，并办理了抵押登记。,0,0,0,0,0,0,0,0,0,0,1806
因此，原告主张受让日之后，即2012年11月16日之后发生的利息，本院不予支持。,0,0,0,0,0,0,0,0,0,0,249
另查明，农信社与东方资产大连办签订的《不良资产转让协议》中约定“自权利移转日起，之前的不良资产表内利息债权由甲方（即农信社）享有，之后的不良资产利息债权由乙方（即东方资产大连办）享有”。,1,0,0,0,0,0,0,0,0,0,1218
此后，金龙皇公司于2004年11月15日向工业原材料公司发出催款通知，才应视为首次催收债权，故利息应从2004年11月15日起算。,0,0,0,0,0,0,0,1,0,0,1952
本院认为，被告广西某某浦北塑料包装联营厂与建行浦北县支行所签订的《借款合同》和《抵押担保合同》，是双方的真实意思表示，未违反法律、法规的强制性规定，属于有效合同。,0,0,1,0,0,0,0,0,0,0,3367
四、被告王正忠、洪赛红在最高额本金1100万元及利息、罚息、复利和实现债权的费用范围内对第1项债务承担连带保证责任,0,0,0,0,0,0,1,0,0,0,2833
上述当事人均通过登报公告的形式对相关债权转让行为进行了公示，原告已依法取得该债权。,1,0,0,0,0,0,0,0,0,0,2438
现原告汇川电子公司主张的利息10.57万元系计算至2012年12月20日的利息，之后的利息原告自愿放弃，是其行使处分权的表现，本院予以尊重。,0,0,0,0,0,0,0,0,1,0,5706
从1999年6月2日起至1999年6月3日止，计息本金为50万元；,0,0,0,0,0,0,0,0,0,0,4581
2011年9月17日，双方在羊城晚报刊登了债权转让暨催收公告。,1,0,0,0,0,0,0,1,0,0,3476
同日，武小萌与招行北京分行签定“2009崇商001-82”《个人授信最高额抵押合同》，约定以其名下的位于北京市朝阳区工人体育场北路8号院2号楼8层02-902号（房产证号“X京房权证朝字第1037020号”）房屋为上述授信协议顶下借款提供抵押担保，并于2011年10月26日办理了他项权证，权证编号为“X京房他证朝字第306232号”。,0,0,1,0,0,0,0,0,0,0,5934
利息的计算依据不清楚；,0,0,0,0,0,0,0,0,0,0,6358
保证方式为连带保证，保证期间为每笔债务履行期限届满之日起二年，保证范围包括本金、利息、违约金、损害赔偿金、实现债权费用等。,0,0,0,0,0,0,1,0,0,0,5250
2012年8月27日，四川省鑫基资产管理有限公司在四川经济日报上刊登《债权催收公告》催收该笔借款债权，并注明“攀枝花市丝绸公司（抵押担保）”。,0,0,0,0,0,0,0,1,0,0,7206
尔后，被告未能在期限内向第三人归还借款本息，经第三人主张，被告每年均向第三人归还少许借款本息，至2014年5月6日止，被告尚欠第三人借款本金273200元，利息599695.8元。,0,1,0,0,0,0,0,0,0,0,3834
2015年5月13日，中国工商银行股份有限公司福建省分行与闽投公司在《福建日报》第十版联合发布《债权转让通知暨债务催收联合公告》，通知各被告债权转让之事实并向各被告催收应清偿之债务。,1,0,0,0,0,0,0,1,0,0,3401
二、被告河北源丰建设有限责任公司对30万元借款承担连带保证责任。,0,0,0,0,0,0,1,0,0,0,7253
嗣后，债权又多次转让，转让方均在转让通知的同时进行了催收，其中任何一次催收都产生诉讼时效中断的效力，对原告提交的关于债权转让和催收的证据应予采信，原告的起诉没有超过诉讼时效。,1,0,0,0,0,0,0,1,0,0,3304
七、被告陈江德对上述第一、二项债务的偿还承担连带保证责任；,0,0,0,0,0,0,1,0,0,0,7092
本院查明的事实如下：2013年3月28日，中国工商银行股份有限公司余姚支行（以下简称工行）与被告大宁公司签订2013年余姚（保）字0046号最高额保证合同1份，与被告毛朝来、郑丽萍签订2013年余姚（保）字0046号-3最高额保证合同1份，与被告启然电器公司签订2013年余姚（保）字0046号-1最高额保证合同1份，与被告孙波签订2013年余姚（保）字0046号-2最高额保证合同1份。,0,0,0,0,0,0,0,0,0,1,2107
四、被告李德恩在被告温州市益奇鞋业有限公司破产程序终结后对上述第一项债务未得清偿部分，原告浙江省浙商资产管理有限公司有权拍卖、变卖被告李德恩名下的坐落于江滨中路滨港花园18幢502室的房产（房产证号：温房权证鹿城区字第××号）的所得价款优先受偿，但对包括上述债务在内的编号为平银温龙额抵字20121119第007-1号《最高额抵押担保合同》项下所有主债务优先受偿的总额以最高抵押担保债权额565万元为限；,0,0,0,0,0,0,0,0,0,0,748
合同签订后，乐商行依约履行了发放贷款的义务，而槽旅公司一直未偿还借款本金1165万元及利息，已构成违约，应承担相应的违约责任。,0,0,0,1,0,0,0,0,0,0,3096
庭审中，原告将利息计算方式明确如下：2015年9月21日至2016年1月29日的逾期利息计算方式为3000000×7.8%×150%÷360×131＝127725元（该时间段共计131天，借款合同约定年利率为7.8%，逾期利率加收50%）、2016年1月30日至2016年5月12日的利息损失计算方式为3000000×7.8%×150%÷360×104＝101400元（该时间段共计104天，借款合同约定年利率为7.8%，逾期利率加收50%）以及在债权转让协议中所明确的利息309669.64元。,1,0,0,0,0,0,0,0,0,0,5816
当事人应按合同约定履行各自的义务；,0,0,0,0,0,0,0,0,0,0,3622
二、被告蒋国表、被告杜霞君、被告阎伏旦、被告章汝翔、被告奉化市凯特尔服饰有限公司对上述第一项款项的还付分别在其最高额保证限额范围内承担连带清偿责任；,0,0,0,0,0,0,1,0,0,0,2296
因此，原告郑晓东主张被告新华兴公司付还2000年潮短字第09-71号《流动资金借款合同》项下350万元贷款其中50万元及其利息，主张由被告新华兴公司承担抵押担保责任有理，应予支持。,0,1,1,0,1,0,0,0,1,0,2527
一、被告浦江保尔制锁有限公司于本判决生效后十日内归还原告浙江省浙商资产管理有限公司借款本金550万元并支付利、罚息（暂计至2016年5月25日为259724.88元，以后按合同约定计付至实际履行完毕之日止）。,0,0,0,0,1,0,0,0,1,0,2262
据债权转让凭证显示，截至2010年12月20日农信社转让出债权为贷款本金30000元以及利息6851.88元，至本案审理终结时，被告未向债权人偿还欠款。,1,1,0,0,0,0,0,0,0,0,670
被告融真公司、汤谢俊、何如玉、何万会与南京银行分别签订《保证合同》，对宝景公司在主合同项下发生的债务承担连带责任保证的方式、范围、期间等作了明确约定，故被告融真公司、汤谢俊、何如玉、何万会理应依约承担连带保证责任。,0,0,0,0,0,0,1,0,0,1,6894
被告启然贸易公司向工行借款未按合同约定履行义务，工行将对其的债权转让给原告，并在《浙江法制报》刊登债权转让暨债务催收联合公告，后原告又在该报纸发布债权催收公告，该债权转让行为合法有效，受法律保护，被告启然贸易公司应向原告支付所欠借款本息。,1,0,0,0,1,0,0,1,1,0,2119
根据前述，债权人在《海南日报》以报纸公告形式通知陈毓标履行债务，应当亦符合上述第一百四十条规定的情形，诉讼时效在债权人以报纸公告催告陈毓标履行债务之日发生中断。,0,0,0,0,0,0,0,1,0,0,5315
（3）借款利率为固定利率即年利率6.6%，按月结息，借款到期利随本清；,0,0,0,0,0,0,0,0,0,0,1789
中行温州分行与郑元忠、马小春、莫康生分别签订的《最高额保证合同》（编号分别为：2010年保字第4418005号、2010年保字第44180016号、2010年保字第44180017号）第十四条均约定：“除依法另行确定或当事人另有约定外，因本合同订立、履行及争议解决发生的费用（包括律师费用）由保证人承担。”,0,0,1,0,0,0,0,0,0,1,1847
2014年6月27日，长城上海办事处与广发银行股份有限公司（以下简称广发银行）签订债权转让合同，约定广发银行将本案所涉债权（包括贷款本金及相应的利息、费用以及对担保人所享有的担保权益及其他相关权利）转让给长城上海办事处。,1,0,0,0,0,0,0,0,0,0,2376
一、被告浙江泰恒光学有限公司应偿付原告中国华融资产管理股份有限公司浙江省分公司借款本金及利息10656903.43元；,0,0,0,0,1,0,0,0,1,0,5975
综上所述，原告南洋投资公司主张被告德庆吸塑厂偿还借款利息，理据充分，本院予以支持，但原告要求被告德庆县农业局对借款利息复息承担连带清偿责任的请求，理据不足，本院不予支持，至于利息的计算，2003年12月31日前的以双方确认的89549.89元为准，之后的利息按借款合同约定计至2008年12月27日止。,0,0,0,0,0,0,0,0,1,0,4215
况且，陈毓标承认贷款时的住址与三亚农行转让债权时的住址不一致，而陈毓标未提供证据证明除三亚农行之外的其他债权人知道其变更后的住址及联系方式，故该债权人在《海南日报》以报纸公告形式通知陈毓标债权转让事宜亦切合实际，符合保护合法权益的法律精神。,1,0,0,0,0,0,0,0,0,0,5313
江苏银行与双盛公司签订的《流动资金借款合同》以及宏达公司、朱红芬、蒋志敏为上述《流动资金借款合同》分别与江苏银行签订的《保证担保合同》或向江苏银行出具的《个人连带责任保证书》，均系合同当事人的真实意思表示，且不违反法律的强制性规定，因此上述合同均合法有效。,0,0,1,1,0,1,1,0,0,1,923
（二）上诉人提出的债务转移通知书没有得到债权人的同意不发生法律效力的观点是错误的，生产资料集团公司因为改制而注销，生产资料集团公司是承接了中山市工贸公司（以下简称工贸公司）的债务，广发银行向工贸公司和生产资料集团公司主张债权，因找不到工贸公司，所以找到生产资料集团公司，生产资料集团公司向广发银行说明按照政府的安排注销了工贸公司，生产资料集团公司承接了工贸公司的所有的债权债务，同时生产资料集团公司向广发银行出具了债务转移通知书和借款确认书，承诺该笔债务由生产资料集团公司来负责偿还。,0,0,0,0,0,0,0,0,0,0,4786
本院认为：建行洛江支行与被告美格兰公司签订的《有追索权国内保理合同》、《应收账款质押/转让登记协议》，系双方当事人真实意思表示，内容未违反法律、法规强制性规定，故合同合法有效。,0,0,1,1,0,1,0,0,0,0,27
一、被告瑞安市飞跃鞋业股份有限公司于本判决生效后十日内偿还原告中国信达资产管理股份有限公司浙江省分公司编号为33010120140006562的《流动资金借款合同》项下借款本金350万元、期内利息107364.44元（以350万元为基数，从2014年4月21日起按年利率8.12%计算至2014年9月4日止）、复利（分别以借款期限产生的每笔期内欠息为基数，自每笔期内欠息逾期之日起至实际履行之日止按年利率12.18%计算，并扣减188.39元）、逾期利息（以本金350万元为基数，自2014年9月5日起按年利率12.18%计算至实际清偿之日止）；,0,0,1,0,1,0,0,0,1,0,2609
2012年5月24日，被告杨相敖、董福娇、周微萍分别向原告提供编号为3520124517-2、3520124517-3、3520124517-4号《最高额个人担保声明书》，三人均承诺为确保乐清兴业银行与债务人吉隆宝公司在一定期间内连续发生的债务的清偿，自愿提供担保，担保有效期为自2012年5月24日至2014年5月24日止；,0,0,0,0,0,0,0,0,0,1,3413
